name,nickname,record,height,weight,reach,stance,DOB,significant strikes per min,striking accuracy,strikes absorbed per min,strike defense,takedown average,takedown accuracy,takedown defense,submission average,most recent fight
"Qiu,Lun",Tibetan Knight,16-9-0,5  8,125 lbs.,66,Southpaw,"Jul 08, 1997",3.51,46%,1.78,67%,0.67,18%,68%,0.0,loss
"Jared,Papazian",The Jackhammer,"20-13-0,(1,NC)",5  8,135 lbs.,67,Southpaw,"Feb 01, 1988",3.33,39%,3.81,44%,0.00,0%,50%,0.0,loss
"Ruel,Panales",,"6-2-0,(1,NC)",5  5,125 lbs.,67,Southpaw,"Dec 07, 1996",2.53,51%,5.60,46%,1.00,20%,50%,0.0,loss
"Yuri,Panferov",The Russian Polar Bear,6-1-0,6  1,185 lbs.,72,Orthodox,"Aug 30, 1996",2.33,52%,0.91,41%,0.00,0%,36%,0.0,loss
"Stephen,Palling",Bozo,11-7-1,5  4,143 lbs.,--,,"Jan 29, 1967",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Eduardo,Pamplona",,16-4-0,5  11,170 lbs.,--,,"Feb 20, 1973",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Sasha,Palatnikov",,6-4-0,6  1,170 lbs.,72,Switch,"Mar 15, 1989",6.69,53%,5.44,52%,0.72,100%,70%,0.0,loss
"Rousimar,Palhares",Toquinho,19-8-0,5  8,170 lbs.,71,Orthodox,"Feb 26, 1980",1.75,51%,2.04,59%,3.93,45%,0%,4.1,win
"Alexandre,Pantoja",The Cannibal,29-5-0,5  5,125 lbs.,67,Orthodox,"Apr 16, 1990",4.41,50%,3.92,50%,2.74,47%,68%,0.9,win
"Bart,Palaszewski",Bartimus,36-17-0,5  9,145 lbs.,70,Orthodox,"May 30, 1983",2.67,32%,3.97,57%,0.65,31%,53%,0.5,loss
"Tulio,Palhares",,2-16-0,--,180 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Jose,Palacios",,3-2-0,5  9,145 lbs.,--,Orthodox,--,2.67,70%,1.00,79%,0.00,0%,50%,1.7,loss
"Soa,Palelei",The Hulk,22-5-0,6  4,265 lbs.,81,Orthodox,"Jul 12, 1977",2.47,57%,2.68,48%,2.20,47%,66%,0.0,loss
"Ricky,Palacios",El Gallero,10-1-0,5  6,145 lbs.,--,Orthodox,"Jul 05, 1987",7.73,53%,3.27,59%,0.00,0%,100%,0.0,win
"Luis,Pajuelo",Corazon de Leon,8-2-0,5  10,145 lbs.,69,Orthodox,"Dec 18, 1994",6.03,57%,8.20,52%,0.00,0%,66%,0.0,loss
"Dinis,Paiva,Jr.",Sweetbread,13-8-0,5  9,145 lbs.,71,Southpaw,"May 26, 1988",2.60,41%,2.73,67%,0.00,0%,81%,0.0,loss
"Fredson,Paixao",,"10-5-0,(1,NC)",5  6,145 lbs.,66,Orthodox,"May 13, 1979",1.71,54%,2.31,62%,0.62,11%,10%,2.2,loss
"Fatima,Kline",The Archangel,7-1-0,5  6,115 lbs.,67,Orthodox,"Jul 12, 2000",2.21,47%,1.68,55%,1.84,100%,50%,0.0,win
"Nick,Klein",Blue Collar,6-1-0,6  1,185 lbs.,77,Orthodox,"Sep 08, 1995",1.62,50%,1.62,66%,24.32,100%,0%,24.3,next
"Stefan,Klever",,6-1-0,--,185 lbs.,--,Orthodox,--,0.82,50%,3.84,58%,0.00,0%,0%,0.0,loss
"Drakkar,Klose",,15-3-1,5  9,155 lbs.,70,Orthodox,"Mar 09, 1988",4.33,55%,3.54,50%,1.65,27%,69%,0.0,loss
"Ludovit,Klein",Mr. Highlight,23-4-1,5  7,155 lbs.,72,Southpaw,"Feb 22, 1995",3.81,54%,3.22,54%,1.70,51%,91%,0.0,win
"Seth,Kleinbeck",Mass Destruction,8-4-0,6  2,185 lbs.,--,,"Jul 25, 1973",2.55,33%,2.42,40%,0.98,25%,90%,0.0,loss
"Top,Noi,Kiwram",,9-5-0,5  5,125 lbs.,67,Southpaw,"Aug 15, 1992",4.47,59%,3.23,66%,2.72,85%,74%,0.0,loss
"Koji,Kitao",,1-2-0,6  7,350 lbs.,--,Southpaw,"Oct 12, 1963",0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Satoru,Kitaoka",,40-14-9,5  6,154 lbs.,--,,"Feb 04, 1980",0.68,33%,2.15,45%,0.62,10%,27%,2.1,loss
"Kamuela,Kirk",The Jawaiian,12-6-0,5  10,155 lbs.,75,Switch,"Apr 13, 1994",3.22,50%,5.87,40%,1.50,26%,47%,1.2,loss
"Justine,Kish",,7-4-0,5  5,125 lbs.,64,Orthodox,"Apr 13, 1988",4.51,48%,4.59,57%,0.87,33%,50%,0.1,loss
"Yurij,Kiseliov",Playboy,5-4-0,5  8,185 lbs.,--,Orthodox,--,4.88,87%,0.00,0%,0.00,0%,50%,0.0,loss
"Kyle,Kingsbury",Kingsbu,"11-6-0,(1,NC)",6  4,205 lbs.,79,Orthodox,"Mar 22, 1982",2.97,40%,3.81,51%,2.64,41%,52%,0.0,loss
"Yusaku,Kinoshita",,6-3-0,6  0,170 lbs.,71,Southpaw,"Aug 21, 2000",4.65,50%,5.12,51%,0.00,0%,50%,0.0,loss
"Lance,Lawrence",,4-1-0,6  1,145 lbs.,74,Orthodox,"Jun 26, 1993",5.87,50%,9.80,24%,1.00,100%,50%,0.0,loss
"Justin,Lawrence",The American Kidd,10-4-0,5  8,145 lbs.,67,Orthodox,"May 15, 1990",3.84,35%,2.83,67%,0.72,28%,73%,0.0,loss
"Mike,King",,5-1-0,6  3,185 lbs.,--,,"Aug 04, 1983",4.44,58%,1.29,72%,1.75,25%,40%,3.5,loss
"Ronnie,Lawrence",The Heat,"8-2-0,(1,NC)",5  8,135 lbs.,68,Switch,"Jun 13, 1992",2.78,56%,1.75,52%,6.75,77%,45%,0.2,nc
"Tom,Lawlor",Filthy,"10-6-0,(1,NC)",6  0,205 lbs.,74,Southpaw,"May 15, 1983",2.50,42%,2.41,60%,2.46,32%,57%,1.4,loss
"Chatt,Lavender",,9-7-0,5  8,170 lbs.,--,,"May 24, 1976",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Sandra,Lavado",Peruvian Zombie,10-3-0,5  7,115 lbs.,66,Orthodox,"May 03, 1994",0.87,37%,2.67,34%,0.00,0%,33%,0.0,loss
"Muhammed,Lawal",King Mo,"21-6-0,(1,NC)",6  0,205 lbs.,78,Southpaw,"Jan 11, 1981",3.79,52%,1.61,66%,5.96,75%,87%,0.0,nc
"Jenel,Lausa",,7-5-0,5  5,125 lbs.,68,Orthodox,"Aug 01, 1988",1.44,42%,3.53,53%,0.55,66%,51%,0.8,loss
"Joe,Lauzon",,28-16-0,5  10,155 lbs.,71,Orthodox,"May 22, 1984",2.84,39%,5.39,54%,2.39,45%,54%,2.0,win
"Robbie,Lawler",Ruthless,"30-16-0,(1,NC)",5  11,170 lbs.,74,Southpaw,"Mar 20, 1982",3.85,47%,4.67,59%,0.65,64%,65%,0.0,win
"Phillip,Latu",The Doctor,6-2-0,6  3,205 lbs.,76,Orthodox,"Feb 17, 1991",3.40,51%,7.07,31%,0.00,0%,100%,0.0,loss
"Dan,Lauzon",The Upgrade,17-6-0,5  10,155 lbs.,--,Orthodox,"Mar 30, 1988",1.34,25%,4.09,61%,1.63,33%,80%,2.7,loss
"Kyle,Driscoll",KD,12-3-0,5  11,145 lbs.,74,Orthodox,"Sep 23, 1994",2.73,32%,2.60,58%,2.00,18%,0%,0.0,win
"Edson,Drago",,11-7-0,6  4,220 lbs.,--,Orthodox,"Aug 29, 1977",1.16,40%,2.39,36%,0.00,0%,55%,0.0,loss
"John,Doyle",The Iron Bull,"11-22-0,(1,NC)",5  11,205 lbs.,--,Orthodox,"Nov 21, 1976",3.50,44%,10.51,27%,0.00,0%,0%,0.0,loss
"Anthony,Drilich",,8-2-0,5  5,125 lbs.,65,Southpaw,"Mar 17, 1994",5.80,31%,5.07,40%,0.00,0%,55%,0.0,loss
"Derek,Downey",,11-4-0,6  1,185 lbs.,--,Orthodox,"Apr 27, 1980",0.32,100%,3.36,12%,2.40,16%,0%,0.0,loss
"Danny,Downes",,8-3-0,6  0,155 lbs.,72,Orthodox,"Apr 08, 1986",1.66,34%,3.53,37%,0.00,0%,37%,0.5,loss
"John,Dowdy",,0-1-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Damion,Douglas",,4-1-0,--,170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"David,Douglas",Tarzan,9-7-0,5  11,155 lbs.,--,,"Aug 16, 1981",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Thibault,Gouti",GT,12-5-0,5  10,155 lbs.,72,Orthodox,"Feb 27, 1987",3.68,34%,5.64,50%,1.23,80%,83%,0.3,loss
"Jonathan,Goulet",The Road Warrior,"23-12-0,(1,NC)",6  0,170 lbs.,73,Orthodox,"Jul 13, 1979",1.61,41%,2.01,46%,4.17,70%,45%,0.6,loss
"Chase,Gormley",,"14-6-0,(1,NC)",6  3,265 lbs.,--,Orthodox,--,3.60,42%,6.03,44%,3.12,42%,0%,1.0,loss
"Themba,Gorimbo",The Answer,14-5-0,6  1,170 lbs.,77,Orthodox,"Jan 23, 1991",3.15,61%,1.09,56%,4.81,65%,82%,0.6,loss
"Tim,Gorman",The Psycho,9-4-0,5  5,135 lbs.,--,Southpaw,"Apr 29, 1983",2.73,31%,5.57,46%,1.00,9%,33%,0.0,loss
"Alex,Gorgees",Hitman,6-1-0,6  2,155 lbs.,74,Switch,"Aug 11, 1995",0.67,32%,2.27,38%,0.00,0%,54%,0.0,loss
"Malcolm,Gordon",X,14-8-0,5  7,125 lbs.,71,Switch,"May 19, 1990",2.50,45%,2.00,43%,1.72,35%,26%,1.0,loss
"Tresean,Gore",Mr. Vicious,6-2-0,6  0,185 lbs.,75,Switch,"Jun 21, 1994",3.00,54%,5.88,47%,3.46,75%,83%,1.7,win
"Matt,Horwich",Suave,30-25-1,6  1,185 lbs.,--,Orthodox,"Oct 02, 1978",1.11,62%,2.16,38%,0.33,9%,28%,2.7,loss
"John,Hosman",,18-8-1,5  10,135 lbs.,--,Southpaw,"Nov 13, 1980",1.11,38%,1.52,45%,0.00,0%,46%,0.0,loss
"Matt,Horning",Horndog,"20-25-0,(1,NC)",5  4,125 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Chris,Horodecki",The Polish Hammer,"21-7-1,(1,NC)",5  9,155 lbs.,69,Orthodox,"Sep 24, 1987",4.59,41%,3.16,65%,1.52,55%,37%,0.9,loss
"Jamey-Lyn,Horth",,7-2-0,5  7,125 lbs.,66,Orthodox,"Mar 30, 1990",2.72,51%,2.58,60%,1.00,36%,72%,0.2,loss
"Blas,Avena",The Disciple,"8-7-0,(1,NC)",6  0,170 lbs.,74,Orthodox,"Jun 30, 1983",2.34,47%,3.36,43%,2.37,80%,50%,1.8,loss
"Levi,Avera",,18-15-0,6  1,170 lbs.,--,,"May 17, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"David,Avellan",,2-1-0,5  9,185 lbs.,--,Orthodox,--,3.33,25%,10.00,57%,0.00,0%,0%,0.0,loss
"Pat,Audinwood",Awesomely Awesome,11-2-1,6  0,155 lbs.,--,Orthodox,"Apr 16, 1986",1.17,12%,4.31,41%,0.80,50%,0%,0.0,loss
"Jeremy,Horn",Gumby,"91-22-5,(1,NC)",6  1,185 lbs.,74,Orthodox,"Aug 25, 1975",1.19,39%,1.99,55%,1.83,38%,29%,1.1,loss
"Marcus,Aurelio",Maximus,22-10-0,5  10,155 lbs.,74,Orthodox,"Aug 18, 1973",1.42,33%,2.27,59%,1.69,27%,27%,1.3,loss
"Rich,Attonito",The Raging Bull,10-5-0,5  10,170 lbs.,72,Orthodox,"Jun 16, 1977",2.28,47%,2.13,59%,0.74,37%,75%,0.0,loss
"Olivier,Aubin-Mercier",The Canadian Gangster,11-5-0,5  9,155 lbs.,70,Southpaw,"Feb 23, 1989",2.48,51%,2.97,55%,2.36,33%,70%,0.5,loss
"Bazigit,Atajev",Volk,17-1-0,6  1,230 lbs.,--,Orthodox,--,0.87,41%,3.14,49%,1.00,33%,0%,0.0,loss
"Joanderson,Brito",Tubarao,17-4-1,5  8,145 lbs.,72,Orthodox,"Feb 11, 1995",3.02,50%,2.70,44%,3.08,68%,72%,0.9,loss
"Jorge,Oliveira",,"5-3-1,(1,NC)",6  1,205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,draw
"Marcelo,Brito",Jungle Boy,13-8-0,6  1,170 lbs.,--,Orthodox,"Nov 27, 1977",0.60,20%,3.53,55%,0.00,0%,50%,0.0,loss
"Michael,Aswell",The Texas Kid,9-2-0,5  8,145 lbs.,69,Orthodox,"Sep 27, 2000",10.33,50%,6.80,52%,0.00,0%,57%,0.0,loss
"Antwain,Britt",The Juggernaut,11-6-0,6  1,205 lbs.,77,,"May 09, 1978",1.46,39%,2.81,44%,1.56,40%,50%,0.0,loss
"Rafaello,Oliveira",Tractor,17-8-0,5  8,155 lbs.,71,Orthodox,"Jan 26, 1982",2.19,33%,3.38,59%,2.49,36%,11%,1.6,loss
"Kaik,Brito",,16-5-0,5  11,170 lbs.,72,Orthodox,"Mar 26, 1997",2.80,38%,3.87,55%,0.00,0%,55%,2.0,loss
"Bolaji,Oki",The Zulu Warrior,9-2-0,5  10,155 lbs.,73,Orthodox,"Nov 15, 1995",5.63,45%,2.58,63%,2.11,75%,85%,0.0,loss
"Kazuki,Okubo",,7-9-0,5  11,175 lbs.,--,Orthodox,--,1.53,38%,1.97,46%,0.51,25%,36%,2.0,win
"Charles,Oliveira",Do Bronxs,"35-10-0,(1,NC)",5  10,155 lbs.,74,Orthodox,"Oct 17, 1989",3.40,55%,3.21,49%,2.25,40%,56%,2.7,win
"Aleksei,Oleinik",The Boa Constrictor,60-17-1,6  2,240 lbs.,80,Orthodox,"Jun 20, 1977",3.29,48%,3.80,44%,1.82,46%,37%,1.9,loss
"Michal,Oleksiejczuk",Hussar,"19-9-0,(1,NC)",6  0,185 lbs.,74,Southpaw,"Feb 22, 1995",5.08,50%,4.61,58%,1.08,43%,48%,0.0,loss
"Masakatsu,Okuda",,8-5-0,--,--,--,,--,0.00,0%,4.27,34%,0.00,0%,0%,4.3,loss
"JJ,Okanovich",The Bosnian Bomber,7-1-0,5  11,155 lbs.,76,Orthodox,"Nov 04, 1990",6.93,55%,5.27,50%,0.00,0%,100%,0.0,win
"Koji,Oishi",,25-10-10,5  8,170 lbs.,--,Orthodox,"May 31, 1977",1.43,9%,17.86,43%,0.00,0%,0%,0.0,loss
"Takayuki,Okada",Giant Ochiai,3-3-2,6  1,290 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Yushin,Okami",Thunder,34-12-0,6  2,170 lbs.,75,Southpaw,"Jul 21, 1981",2.06,38%,2.25,60%,1.98,39%,84%,0.5,loss
"Michiyoshi,Ohara",,0-2-0,5  10,205 lbs.,--,Orthodox,--,0.28,29%,3.13,48%,0.00,0%,33%,0.0,loss
"Andy,Ogle",The Little Axe,9-6-0,5  8,145 lbs.,69,Orthodox,"Feb 16, 1989",2.24,44%,2.23,50%,1.44,26%,58%,0.0,loss
"Michael,Page",Venom,23-3-0,6  3,170 lbs.,79,Switch,"Apr 07, 1987",2.38,65%,1.45,54%,0.44,25%,63%,0.0,win
"Naoya,Ogawa",,7-2-0,6  4,255 lbs.,--,Orthodox,"Mar 31, 1968",2.41,42%,1.66,47%,1.25,100%,66%,1.2,loss
"Kaan,Ofli",Genghis,12-4-1,5  7,145 lbs.,66,Orthodox,"Jun 19, 1993",1.85,42%,4.77,53%,0.00,0%,0%,0.0,loss
"Trey,Ogden",Shamurai,"18-7-0,(1,NC)",5  11,155 lbs.,72,Orthodox,"Nov 14, 1989",3.20,50%,3.49,55%,1.89,32%,100%,0.7,loss
"Raulian,Paiva",,21-5-0,5  8,135 lbs.,69,Orthodox,"Oct 17, 1995",4.14,42%,5.01,48%,0.65,23%,77%,0.2,loss
"Chris,Padilla",Taco,15-6-0,5  9,155 lbs.,74,Orthodox,"Sep 14, 1995",5.80,61%,4.93,46%,3.26,75%,0%,1.1,next
"Dustin,Pague",The Disciple,12-11-0,5  9,135 lbs.,74,Orthodox,"Aug 05, 1987",1.65,53%,2.96,41%,1.03,44%,55%,2.6,loss
"Fernando,Padilla",El Valiente,16-6-0,6  1,145 lbs.,76,Orthodox,"Dec 15, 1996",6.07,40%,5.74,52%,0.00,0%,100%,0.6,loss
"Damacio,Page",The Angel of Death,19-10-0,5  6,135 lbs.,66,Orthodox,"Sep 30, 1982",2.05,38%,2.47,51%,2.63,64%,23%,0.9,loss
"Cyrillo,Padilha",,3-3-0,5  11,155 lbs.,--,,"Jan 23, 1978",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Gary,Padilla",,12-6-0,5  11,205 lbs.,--,,"May 04, 1980",2.20,27%,2.00,76%,0.00,0%,50%,0.0,loss
"Teemu,Packalen",Pacu,8-3-0,6  1,155 lbs.,75,Orthodox,"May 22, 1987",2.57,54%,3.91,47%,2.31,25%,100%,1.5,loss
"Angel,Pacheco",,7-3-0,5  8,135 lbs.,70,Orthodox,"Jan 13, 1992",9.50,39%,11.47,41%,0.00,0%,28%,0.0,loss
"Larissa,Pacheco",,10-2-0,5  7,135 lbs.,--,Orthodox,"Sep 07, 1994",1.21,19%,4.14,55%,0.00,0%,0%,0.0,loss
"Nick,Pace",,8-3-0,5  7,135 lbs.,68,Orthodox,"Apr 17, 1987",1.48,34%,3.14,57%,2.52,43%,54%,0.5,loss
"Dustin,Kimura",The Diamond,11-3-0,5  7,135 lbs.,71,Orthodox,"May 21, 1989",1.33,21%,3.82,51%,0.93,37%,50%,2.2,loss
"Taiei,Kin",,6-3-0,5  11,185 lbs.,--,Orthodox,"Jul 08, 1970",2.71,60%,1.33,52%,0.00,0%,55%,0.0,loss
"Rob,Kimmons",The Rosedale Reaper,25-9-0,5  10,185 lbs.,73,Orthodox,"Jan 30, 1981",1.86,48%,4.79,38%,2.08,46%,25%,2.4,loss
"Jeremy,Kimball",,15-8-0,6  0,205 lbs.,72,Switch,"Jan 03, 1991",2.81,46%,3.84,49%,1.41,20%,50%,0.0,loss
"SangWon,Kim",No Problem,10-6-1,5  9,145 lbs.,69,Orthodox,"Sep 01, 1993",3.18,57%,3.73,58%,0.69,25%,72%,0.0,loss
"KyuSung,Kim",,12-6-0,5  11,125 lbs.,69,Orthodox,"Nov 05, 1992",1.53,53%,0.87,69%,0.00,0%,33%,0.0,loss
"Sangwook,Kim",Frogman,9-3-0,6  0,155 lbs.,72,Orthodox,"Oct 17, 1993",5.57,51%,7.94,48%,1.65,18%,66%,0.8,loss
"KyeungPyo,Kim",Redhorse,11-4-0,5  9,155 lbs.,71,Orthodox,"Jan 29, 1992",6.77,46%,6.32,63%,3.87,40%,100%,0.0,loss
"HanSeul,Kim",Spade,13-6-0,6  1,170 lbs.,73,Southpaw,"Jun 19, 1990",5.79,42%,5.68,52%,0.00,0%,50%,1.7,loss
"Jong,Man,Kim",Special Force,"23-11-3,(1,NC)",5  7,139 lbs.,--,Orthodox,"Mar 03, 1978",1.33,21%,3.00,60%,0.00,0%,0%,0.0,loss
"Min,Soo,Kim",,3-7-0,6  1,255 lbs.,--,Southpaw,"Jan 22, 1975",0.87,100%,3.48,20%,0.00,0%,0%,0.0,loss
"Ji,Yeon,Kim",Firefist,9-7-2,5  7,125 lbs.,72,Orthodox,"Oct 18, 1989",5.37,36%,5.41,56%,0.00,0%,50%,0.1,loss
"Dae,Won,Kim",,11-7-0,5  11,180 lbs.,--,Orthodox,--,1.75,32%,2.51,36%,3.43,42%,0%,0.0,loss
"Jong,Won,Kim",,0-1-0,5  7,139 lbs.,--,Orthodox,--,0.84,15%,3.28,63%,2.81,100%,0%,0.0,loss
"Bobby,Lashley",,15-2-0,6  3,255 lbs.,78,Orthodox,"Jul 16, 1976",3.10,63%,0.76,63%,11.47,70%,0%,0.0,loss
"Jin,Oh,Kim",,0-4-0,5  9,205 lbs.,--,Orthodox,--,5.06,25%,8.43,50%,0.00,0%,66%,0.0,loss
"Ilir,Latifi",The Sledgehammer,"17-9-0,(1,NC)",5  10,230 lbs.,73,Orthodox,"Jul 28, 1982",2.05,45%,2.93,56%,2.11,35%,100%,0.3,loss
"Sione,Latu",,1-0-0,6  0,215 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Brock,Larson",,42-10-0,5  11,170 lbs.,71,Southpaw,"Aug 23, 1977",1.39,46%,1.50,55%,2.67,34%,43%,2.0,loss
"Ryan,Larson",,6-2-0,--,170 lbs.,--,,"Dec 30, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Jeremy,Larsen",,8-5-0,5  10,145 lbs.,70,Orthodox,"May 18, 1984",4.87,48%,5.75,57%,2.49,33%,0%,0.0,loss
"Icho,Larenas",,6-5-0,6  3,235 lbs.,--,Orthodox,"Mar 12, 1980",0.17,15%,2.50,28%,0.00,0%,14%,0.0,loss
"Lorenz,Larkin",The Monsoon,"18-6-0,(1,NC)",5  11,170 lbs.,72,Orthodox,"Sep 03, 1986",3.53,46%,2.74,63%,0.27,42%,79%,0.1,win
"TJ,Laramie",,12-5-0,5  6,145 lbs.,66,Orthodox,"Oct 15, 1997",1.49,50%,2.64,38%,1.44,33%,40%,0.0,loss
"Anthony,Lapsley",The Recipe,"23-7-0,(2,NC)",5  9,170 lbs.,--,Southpaw,"Feb 13, 1980",0.53,34%,0.58,66%,0.00,0%,20%,0.0,loss
"Taylor,Lapilus",Double Impact,21-4-0,5  6,135 lbs.,73,Southpaw,"Apr 08, 1992",4.59,48%,2.61,62%,0.27,33%,77%,0.3,win
"Chad,Laprise",The Disciple,13-4-0,5  10,170 lbs.,71,Orthodox,"Jul 23, 1986",4.78,42%,3.59,65%,1.05,54%,78%,0.0,loss
"Lionel,Lanham",,5-1-0,--,205 lbs.,--,,"Aug 31, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Lina,Lansberg",Elbow Queen,10-8-0,5  7,135 lbs.,65,Orthodox,"Mar 13, 1982",2.69,55%,3.87,44%,0.52,27%,47%,0.1,loss
"Aaron,Lanfranco",,5-1-0,--,155 lbs.,--,,"Aug 26, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Tiago,dos,Santos,e,Silva",Trator,"20-7-2,(1,NC)",5  9,145 lbs.,70,Orthodox,"Apr 12, 1987",3.69,35%,4.23,59%,0.63,11%,33%,0.3,loss
"Austen,Lane",,"13-5-0,(1,NC)",6  6,245 lbs.,80,Orthodox,"Nov 09, 1987",2.47,50%,2.44,40%,2.03,30%,0%,0.0,next
"Jeremy,Lang",,21-2-0,5  11,205 lbs.,--,Southpaw,"May 11, 1975",1.13,50%,1.41,42%,4.22,60%,0%,4.2,loss
"Nate,Landwehr",The Train,18-6-0,5  9,145 lbs.,72,Orthodox,"Jun 06, 1988",5.59,46%,5.77,52%,0.85,41%,74%,0.8,loss
"Rayanne,dos,Santos",,14-8-0,5  2,115 lbs.,62,Orthodox,"Jun 08, 1995",4.36,43%,5.20,61%,0.33,12%,88%,0.0,loss
"Felipe,dos,Santos",Lipe Detona,"8-2-0,(1,NC)",5  7,125 lbs.,70,Orthodox,"Sep 11, 2000",3.87,37%,3.78,41%,0.00,0%,14%,0.3,next
"Acacio,Dos,Santos",Pequeno,14-5-0,6  4,205 lbs.,79,Orthodox,"Sep 29, 1991",1.27,41%,1.40,43%,0.00,0%,31%,0.0,loss
"Anderson,Dos,Santos",Berinja,21-9-0,5  5,135 lbs.,70,Orthodox,"Jul 24, 1985",2.70,25%,5.37,49%,0.98,14%,66%,0.7,loss
"Antonio,Dos,Santos",Junior Alpha,6-4-0,5  10,185 lbs.,--,Orthodox,"Jul 21, 1988",5.40,51%,3.94,43%,0.00,0%,100%,0.0,loss
"Geronimo,dos,Santos",Mondragon,39-19-0,6  3,264 lbs.,--,Orthodox,"Aug 17, 1980",1.09,33%,8.73,41%,0.00,0%,33%,0.0,loss
"Houston,Dorr",,1-2-0,6  1,210 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Dong,Huaxiang",,12-3-0,5  3,115 lbs.,61,Switch,"Aug 21, 1998",3.50,59%,3.13,65%,4.00,44%,100%,0.0,loss
"Junior,Dos,Santos",Cigano,21-9-0,6  4,238 lbs.,77,Orthodox,"Jan 30, 1984",4.49,47%,3.33,56%,0.30,50%,81%,0.1,loss
"Jared,Gordon",Flash,"20-7-0,(1,NC)",5  9,155 lbs.,68,Orthodox,"Sep 06, 1988",5.75,55%,3.97,56%,1.78,31%,62%,0.0,next
"Rafael,Dos,Anjos",,32-17-0,5  8,170 lbs.,70,Southpaw,"Oct 26, 1984",3.48,47%,3.23,60%,1.95,35%,54%,0.6,loss
"OJ,Dominguez",,0-1-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Cody,Donovan",Donnybrook,8-5-0,6  3,205 lbs.,74,Orthodox,"Feb 20, 1981",5.61,59%,5.44,45%,1.67,28%,0%,1.7,loss
"Dennis,Dombrow",,"7-5-0,(1,NC)",--,145 lbs.,--,,"Mar 17, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Eddie,Gordon",Truck,8-4-0,6  0,185 lbs.,76,Orthodox,"Jul 22, 1983",2.03,32%,2.57,60%,1.93,83%,63%,0.0,loss
"Gerard,Gordeau",,2-2-0,6  5,216 lbs.,--,Orthodox,"Mar 30, 1959",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"CB,Dollaway",The Doberman,17-9-0,6  2,185 lbs.,76,Orthodox,"Aug 10, 1983",2.65,47%,2.58,54%,3.55,54%,62%,1.2,loss
"Jordan,Goodwin",,0-0-0,--,155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Kier,Gooch",,2-7-0,--,155 lbs.,--,,"Apr 21, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Lyman,Good",Cyborg,"21-6-0,(1,NC)",6  0,170 lbs.,74,Orthodox,"May 26, 1985",5.34,48%,4.01,63%,0.27,100%,75%,0.0,loss
"Gary,Goodridge",Big Daddy,23-22-1,6  3,249 lbs.,--,Orthodox,"Jan 17, 1966",1.84,56%,2.14,48%,0.40,100%,53%,0.8,loss
"Jared,Gooden",NiteTrain,23-10-0,6  0,170 lbs.,77,Orthodox,"Dec 05, 1993",4.40,48%,6.74,45%,0.91,45%,65%,0.4,loss
"Erick,Gonzalez",The Ghost Pepper,14-8-0,5  11,155 lbs.,75,Orthodox,"Jan 20, 1992",2.40,36%,8.08,40%,6.00,55%,50%,0.0,loss
"Mikey,Gonzalez",Rolls,7-2-0,5  11,155 lbs.,74,Orthodox,"Aug 13, 1985",0.91,16%,14.55,11%,0.00,0%,0%,0.0,loss
"Lewis,Gonzalez",Lethal,11-3-0,5  10,170 lbs.,--,Orthodox,"Sep 19, 1987",1.40,37%,1.87,41%,2.00,33%,62%,0.0,loss
"Jason,Gonzalez",Nicoya,11-5-0,6  2,155 lbs.,74,Southpaw,"Feb 28, 1990",3.06,39%,3.13,58%,0.00,0%,30%,1.0,loss
"Nick,Gonzalez",The Ghost,"17-12-0,(1,NC)",5  6,155 lbs.,--,Orthodox,"Mar 03, 1981",0.59,20%,2.35,33%,0.00,0%,50%,0.0,loss
"Pearl,Gonzalez",,6-3-0,5  4,115 lbs.,--,Orthodox,"Aug 12, 1986",2.23,37%,4.07,57%,1.04,11%,0%,0.5,loss
